index,payload,model,syntax,crs,rule_count,rule_ids,rule_refs,total_score,unique_id
442,"<details open ontoggle=""(function(){var x=globalThis;x.constructor.constructor('al'+'ert(1)')();})();"">",0,1,block,6,"933210,934100,934100,941100,941120,949110","o78,22v217,103t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,103 || o25,11v217,103t:urlDecodeUni || v217,103t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,103t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032267570.786012
444,"<svg onload=""(function(){var x=atob('YWxlcnQ=');window[x](1);})();"">",0,1,block,7,"933210,934100,941100,941120,941160,941370,949110","o54,11v217,68t:urlDecode,t:replaceComments,t:compressWhitespace || o14,11v217,68 || v217,68t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v217,68t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v217,68t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o48,9v217,68t:urlDecodeUni,t:compressWhitespace || ",30,178032267827.481896
448,"<details open ontoggle=""(function(){var x=this;x['con'/**/+'str'/**/+'uctor']['con'/**/+'str'/**/+'uctor']('\u0061\u006c\u0065\u0072\u0074(1)')()})()"">",0,1,block,6,"933210,934100,934100,941100,941120,949110","o48,85v217,151t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,151 || o25,11v217,151t:urlDecodeUni || v217,151t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,151t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032268577.234579
450,"<details open ontoggle=""(function(){var x=this,y='con'+'structor';x[y][y](String.fromCharCode(97,108,101,114,116,40,49,41))()})()"">",0,1,block,6,"933210,934100,934100,941100,941120,949110","o67,62v217,131t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,131 || o25,11v217,131t:urlDecodeUni || v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032268860.190461
452,"<details open ontoggle=""(function(){return this['constructor']['constructor']('\u0061\u006c\u0065\u0072\u0074\u0028\u0031\u0029')()})()"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o24,111v217,137t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,137 || v217,137t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,137t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o43,19v217,137t:urlDecodeUni,t:compressWhitespace || ",25,178032269127.929996
456,"<details open ontoggle=""(function(){self['ev\u0061l']('al'+'ert(1)')})()"">",0,1,block,6,"934100,934100,941100,941120,941370,949110","o25,11v217,74 || o25,11v217,74t:urlDecodeUni || v217,74t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,74t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o36,17v217,74t:urlDecodeUni,t:compressWhitespace || ",25,178032269776.010925
464,"<details open ontoggle=""(function(){(this)['constru'+'ctor']['constru'+'ctor']('ale'+'rt(1)')()})()"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o24,75v217,101t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,101 || o25,11v217,101t:urlDecodeUni || v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o37,23v217,101t:urlDecodeUni,t:compressWhitespace || ",30,178032270926.438482
466,"<details open ontoggle=""top['Function']('ale'+'rt(1)')()"">",0,1,block,5,"933210,941100,941120,941370,949110","o27,29v217,58t:urlDecode,t:replaceComments,t:compressWhitespace || v217,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,15v217,58t:urlDecodeUni,t:compressWhitespace || ",20,17803227129.796911
469,"<details open onfocus=""(function(){with(document)defaultView['al\u0065rt'](1)})()"" tabindex=1 autofocus>",0,1,block,6,"934100,941100,941120,941160,941370,949110","o24,11v217,104 || v217,104t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,9v217,104t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,22v217,104t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o40,34v217,104t:urlDecodeUni,t:compressWhitespace || ",25,178032271710.525120
470,"<details open onfocus=""(function(){(document.defaultView)['ale'+'rt'](1)})()"" tabindex=1 autofocus>",0,1,block,7,"933210,934100,934100,941100,941120,941160,949110","o23,53v217,99t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,99 || o24,11v217,99t:urlDecodeUni || v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,9v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,22v217,99t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",30,17803227189.377350
471,"<details open ontoggle=""(function(){var b=eval;b(atob('YWxlcnQoMSk='));})()"">",0,1,block,5,"932150,934100,941100,941120,949110","o41,6v217,77 || o25,11v217,77 || v217,77t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,77t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032272096.968369
473,"<details open ontoggle=""(function(){var d=top['ev'+'al'];d('ale'+'rt(1)');})()"">",0,1,block,6,"934100,934100,941100,941120,941370,949110","o25,11v217,80 || o25,11v217,80t:urlDecodeUni || v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o42,14v217,80t:urlDecodeUni,t:compressWhitespace || ",25,178032272340.524983
479,"<details open ontoggle=""(function(){var a=atob('YWxlcnQ=');top[a](1);})()"">",0,1,block,7,"932105,933210,934100,941100,941120,941370,949110","o58,4v217,75 || o62,11v217,75t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,75 || v217,75t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,75t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o59,6v217,75t:urlDecodeUni,t:compressWhitespace || ",30,178032273235.157915
480,"<details open ontoggle=""(function(){var a=unescape('%61%6c%65%72%74');window[a](1);})()"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o66,11v217,89t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,89 || o25,11v217,89t:urlDecodeUni || v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o60,9v217,89t:urlDecodeUni,t:compressWhitespace || ",30,178032273334.878729
481,"<details open ontoggle=""(function(){var a='al'+'ert';globalThis[a](1);})()"">",0,1,block,6,"933210,934100,934100,941100,941120,949110","o63,11v217,76t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,76 || o25,11v217,76t:urlDecodeUni || v217,76t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,76t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032273594.164416
482,"<details open ontoggle=""(function(){var a=[]['constructor']['constructor']('return\u0020alert')();a(1);})()"">",0,1,block,5,"933210,934100,941100,941120,949110","o42,65v217,109t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,109 || v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032273731.285546
483,"<details open ontoggle=""(function(){var x=[97,108,101,114,116];this[x.map(c=>String.fromCharCode(c)).join('')](1);})()"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o96,22v217,120t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,120 || v217,120t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,120t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o63,47v217,120t:urlDecodeUni,t:compressWhitespace || ",25,178032273836.257044
484,"<details open ontoggle=""(function(){var x=String['fromCh'+'arCode'](97,108,101,114,116);self[x](1);})()"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o48,55v217,105t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,105 || o25,11v217,105t:urlDecodeUni || v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o88,7v217,105t:urlDecodeUni,t:compressWhitespace || ",30,178032274013.196256
485,"<details open ontoggle=""(function(){var x=String.fromCodePoint(97,108,101,114,116);window[x](1);})()"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o89,11v217,102t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,102 || v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o83,9v217,102t:urlDecodeUni,t:compressWhitespace || ",25,178032274179.715969
486,"<details open ontoggle=""(function(){var x=String.fromCharCode(0x61,0x6c,0x65,0x72,0x74);top[x](1);})()"">",0,1,block,7,"932105,933210,934100,941100,941120,941370,949110","o87,4v217,104 || o91,11v217,104t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,104 || v217,104t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,104t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o88,6v217,104t:urlDecodeUni,t:compressWhitespace || ",30,178032274386.853092
487,"<details open ontoggle=""(function(){var c=String['\x66romCodePoint'](97,108,101,114,116);self[c](1);})()"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o93,11v217,106t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,106 || v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o89,7v217,106t:urlDecodeUni,t:compressWhitespace || ",25,178032274443.713764
488,"<details open ontoggle=""(function(){var c=String['from'+'CodePoint'](97,108,101,114,116);window[c](1);})()"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o48,58v217,108t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,108 || o25,11v217,108t:urlDecodeUni || v217,108t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,108t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o89,9v217,108t:urlDecodeUni,t:compressWhitespace || ",30,17803227466.779189
489,"<details open ontoggle=""(function(){var c=String['fromC'+'odePoint'](97,108,101,114,116);globalThis[c](1);})()"">",0,1,block,6,"933210,934100,934100,941100,941120,949110","o48,62v217,112t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,112 || o25,11v217,112t:urlDecodeUni || v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,17803227483.997602
491,"<details open ontoggle=""(function(){var d=atob('YWxlcnQ');globalThis[d](1);})()"">",0,1,block,5,"933210,934100,941100,941120,949110","o68,11v217,81t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,81 || v217,81t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,81t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032275113.387102
492,"<details open ontoggle=""(function(){var d=[97,108,101,114,116].map(x=>String.fromCodePoint(x)).join('');globalThis[d](1);})()"">",0,1,block,5,"933210,934100,941100,941120,949110","o114,11v217,127t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,127 || v217,127t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,127t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032275228.553419
493,"<details open ontoggle=""(function(){var d=String['fromCodePoint'](97,108,101,114,116);globalThis[d](1);})()"">",0,1,block,5,"933210,934100,941100,941120,949110","o48,59v217,109t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,109 || v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032275443.770536
494,"<details open ontoggle=""(function(){var d=String.fromCodePoint(0x61,0x6c,0x65,0x72,0x74);self[d](1);})()"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o93,11v217,106t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,106 || v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o89,7v217,106t:urlDecodeUni,t:compressWhitespace || ",25,178032275698.969943
496,"<details open ontoggle=""(function(){var e=[97,108,101,114,116];parent[String['fromCharCode'](...e)](1);})()"">",0,1,block,5,"933210,934100,941100,941120,949110","o69,38v217,109t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,109 || v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032275995.736555
497,"<details open ontoggle=""(function(){var e=String['fromCodePoint'](97,108,101,114,116);parent[e](1);})()"">",0,1,block,5,"933210,934100,941100,941120,949110","o48,55v217,105t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,105 || v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032276081.270530
498,"<details open ontoggle=""(function(){var e=String.fromCodePoint(0x61,0x6c,0x65,0x72,0x74);top[e](1);})()"">",0,1,block,7,"932105,933210,934100,941100,941120,941370,949110","o88,4v217,105 || o92,11v217,105t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,105 || v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o89,6v217,105t:urlDecodeUni,t:compressWhitespace || ",30,178032276241.171792
500,"<details open ontoggle=""(function(){var x=top,y=[97,108,101,114,116];x[eval(atob('U3RyaW5n')+'.fromCharCode').apply(null,y)](1);})()"">",0,1,block,6,"933160,934100,934100,941100,941120,949110","o71,61v217,134 || o25,11v217,134 || o25,11v217,134t:urlDecodeUni || v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032276545.865604
501,"<details open ontoggle=""(function(){var x=top,y=[97,108,101,114,116];x[eval(['S','t','r','i','n','g'].join('')+'.fromCharCode').apply(null,y)](1);})()"">",0,1,block,6,"933160,934100,934100,941100,941120,949110","o71,79v217,152 || o25,11v217,152 || o25,11v217,152t:urlDecodeUni || v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032276749.077516
507,"<details open ontoggle=""(function(){var f=globalThis['String']['fromCharCode'],g=f(97,108,101,114,116);globalThis[g](1)})()"">",0,1,block,5,"933210,934100,941100,941120,949110","o113,10v217,125t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,125 || v217,125t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,125t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032277616.013698
509,"<details open ontoggle=""(function(){var f=self['String']['fromCharCode'],g=f(0x61,0x6c,0x65,0x72,0x74);self[g](1)})()"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o107,10v217,119t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,119 || v217,119t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,119t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o42,14v217,119t:urlDecodeUni,t:compressWhitespace || ",25,178032277930.315466
510,"<details open ontoggle=""(function(){var f=parent.String.fromCharCode,g=f(97,108,101,114,116);parent[g](1)})()"">",0,1,block,5,"933210,934100,941100,941120,949110","o99,10v217,111t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,111 || v217,111t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,111t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032278154.448772
512,"<details open ontoggle=""(function(){var x=Array.prototype.concat.constructor;var s=x(String.fromCharCode(97,108,101,114,116,40,49,41))();})()"">",0,1,block,4,"934100,941100,941120,949110","o25,11v217,143 || v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032278532.884127
524,"<details open ontoggle=""(function(){var s=atob('YWxlcnQ=');window[s](1);})()"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o65,11v217,78t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,78 || v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o59,9v217,78t:urlDecodeUni,t:compressWhitespace || ",25,178032280383.812595
525,"<details open ontoggle=""(function(){var s=[]['constructor']['constructor']('return String')()['fromCharCode'](97,108,101,114,116);self[s](1);})()"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o42,103v217,147t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,147 || v217,147t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,147t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o130,7v217,147t:urlDecodeUni,t:compressWhitespace || ",25,178032280510.452741
526,"<details open ontoggle=""(function(){var a=[97,108,101,114,116],s='';for(var i=0;i<a.length;i++)s+=String.fromCharCode(a[i]);window[s](1);})()"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o129,11v217,143t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,143 || o25,11v217,143t:urlDecodeUni || v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o123,9v217,143t:urlDecodeUni,t:compressWhitespace || ",30,178032280625.725756
